Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::ValueArg<int>::_extractValue(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [422]
[397]    0.0    0.00    0.00       1         void TCLAP::ExtractValue<int>(int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TCLAP::ValueLike) [397]
                0.00    0.00       1/320         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [92]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::StdOutput::StdOutput() [426]
[398]    0.0    0.00    0.00       1         TCLAP::CmdLineOutput::CmdLineOutput() [398]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::StdOutput::~StdOutput() [428]
[399]    0.0    0.00    0.00       1         TCLAP::CmdLineOutput::~CmdLineOutput() [399]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::~CmdLine() [417]
[400]    0.0    0.00    0.00       1         void TCLAP::ClearContainer<std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> > >(std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> >&) [400]
                0.00    0.00       1/88          std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> >::end() [148]
                0.00    0.00       1/28          std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> >::begin() [178]
                0.00    0.00       1/1           std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> >::clear() [609]
                0.00    0.00       1/1           void (*std::for_each<std::_List_iterator<TCLAP::Arg*>, void (*)(TCLAP::Arg*)>(std::_List_iterator<TCLAP::Arg*>, std::_List_iterator<TCLAP::Arg*>, void (*)(TCLAP::Arg*)))(TCLAP::Arg*) [635]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::~CmdLine() [417]
[401]    0.0    0.00    0.00       1         void TCLAP::ClearContainer<std::__cxx11::list<TCLAP::Visitor*, std::allocator<TCLAP::Visitor*> > >(std::__cxx11::list<TCLAP::Visitor*, std::allocator<TCLAP::Visitor*> >&) [401]
                0.00    0.00       1/4           std::__cxx11::list<TCLAP::Visitor*, std::allocator<TCLAP::Visitor*> >::end() [280]
                0.00    0.00       1/1           std::__cxx11::list<TCLAP::Visitor*, std::allocator<TCLAP::Visitor*> >::begin() [610]
                0.00    0.00       1/1           std::__cxx11::list<TCLAP::Visitor*, std::allocator<TCLAP::Visitor*> >::clear() [611]
                0.00    0.00       1/1           void (*std::for_each<std::_List_iterator<TCLAP::Visitor*>, void (*)(TCLAP::Visitor*)>(std::_List_iterator<TCLAP::Visitor*>, std::_List_iterator<TCLAP::Visitor*>, void (*)(TCLAP::Visitor*)))(TCLAP::Visitor*) [636]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::_constructor() [413]
[402]    0.0    0.00    0.00       1         TCLAP::VersionVisitor::VersionVisitor(TCLAP::CmdLineInterface*, TCLAP::CmdLineOutput**) [402]
                0.00    0.00       1/3           TCLAP::Visitor::Visitor() [292]
-----------------------------------------------
                0.00    0.00       1/1           void TCLAP::DelPtr<TCLAP::Visitor*>(TCLAP::Visitor*) [289]
[403]    0.0    0.00    0.00       1         TCLAP::VersionVisitor::~VersionVisitor() [403]
                0.00    0.00       1/1           TCLAP::VersionVisitor::~VersionVisitor() [404]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::VersionVisitor::~VersionVisitor() [403]
[404]    0.0    0.00    0.00       1         TCLAP::VersionVisitor::~VersionVisitor() [404]
                0.00    0.00       1/3           TCLAP::Visitor::~Visitor() [293]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::CmdLine(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) [416]
[405]    0.0    0.00    0.00       1         TCLAP::CmdLineInterface::CmdLineInterface() [405]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::~CmdLine() [417]
[406]    0.0    0.00    0.00       1         TCLAP::CmdLineInterface::~CmdLineInterface() [406]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::Arg::_checkWithVisitor() const [245]
[407]    0.0    0.00    0.00       1         TCLAP::IgnoreRestVisitor::visit() [407]
                0.00    0.00       1/1           TCLAP::Arg::beginIgnoring() [412]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::_constructor() [413]
[408]    0.0    0.00    0.00       1         TCLAP::IgnoreRestVisitor::IgnoreRestVisitor() [408]
                0.00    0.00       1/3           TCLAP::Visitor::Visitor() [292]
-----------------------------------------------
                0.00    0.00       1/1           void TCLAP::DelPtr<TCLAP::Visitor*>(TCLAP::Visitor*) [289]
[409]    0.0    0.00    0.00       1         TCLAP::IgnoreRestVisitor::~IgnoreRestVisitor() [409]
                0.00    0.00       1/1           TCLAP::IgnoreRestVisitor::~IgnoreRestVisitor() [410]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::IgnoreRestVisitor::~IgnoreRestVisitor() [409]
[410]    0.0    0.00    0.00       1         TCLAP::IgnoreRestVisitor::~IgnoreRestVisitor() [410]
                0.00    0.00       1/3           TCLAP::Visitor::~Visitor() [293]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::_constructor() [413]
[411]    0.0    0.00    0.00       1         TCLAP::Arg::setDelimiter(char) [411]
                0.00    0.00       1/127         TCLAP::Arg::delimiterRef() [110]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::IgnoreRestVisitor::visit() [407]
[412]    0.0    0.00    0.00       1         TCLAP::Arg::beginIgnoring() [412]
                0.00    0.00       1/30          TCLAP::Arg::ignoreRestRef() [169]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::CmdLine(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) [416]
[413]    0.0    0.00    0.00       1         TCLAP::CmdLine::_constructor() [413]
                0.00    0.00       7/320         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [92]
                0.00    0.00       3/3           TCLAP::SwitchArg::SwitchArg(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, TCLAP::Visitor*) [294]
                0.00    0.00       3/10          TCLAP::CmdLine::add(TCLAP::Arg*) [217]
                0.00    0.00       3/3           TCLAP::CmdLine::deleteOnExit(TCLAP::Arg*) [290]
                0.00    0.00       3/3           TCLAP::CmdLine::deleteOnExit(TCLAP::Visitor*) [291]
                0.00    0.00       1/1           TCLAP::StdOutput::StdOutput() [426]
                0.00    0.00       1/1           TCLAP::Arg::setDelimiter(char) [411]
                0.00    0.00       1/1           TCLAP::HelpVisitor::HelpVisitor(TCLAP::CmdLineInterface*, TCLAP::CmdLineOutput**) [393]
                0.00    0.00       1/1           TCLAP::VersionVisitor::VersionVisitor(TCLAP::CmdLineInterface*, TCLAP::CmdLineOutput**) [402]
                0.00    0.00       1/1           TCLAP::IgnoreRestVisitor::IgnoreRestVisitor() [408]
                0.00    0.00       1/60          TCLAP::Arg::flagStartString[abi:cxx11]() [157]
                0.00    0.00       1/11          TCLAP::Arg::ignoreNameString[abi:cxx11]() [211]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::parse(int, char const* const*) [415]
[414]    0.0    0.00    0.00       1         TCLAP::CmdLine::parse(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [414]
                0.00    0.00      36/101         std::_List_const_iterator<TCLAP::Arg*>::_List_const_iterator(std::_List_iterator<TCLAP::Arg*> const&) [115]
                0.00    0.00      36/81          std::_List_const_iterator<TCLAP::Arg*>::operator*() const [153]
                0.00    0.00      29/88          std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> >::end() [148]
                0.00    0.00      29/84          std::operator!=(std::_List_const_iterator<TCLAP::Arg*> const&, std::_List_const_iterator<TCLAP::Arg*> const&) [149]
                0.00    0.00      22/67          std::_List_const_iterator<TCLAP::Arg*>::operator++(int) [154]
                0.00    0.00      11/11          TCLAP::ValueArg<unsigned int>::processArg(int*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [212]
                0.00    0.00       8/34          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const [168]
                0.00    0.00       7/28          std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> >::begin() [178]
                0.00    0.00       7/7           TCLAP::XorHandler::check(TCLAP::Arg const*) [243]
                0.00    0.00       6/6           TCLAP::ValueArg<int>::processArg(int*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [247]
                0.00    0.00       5/5           TCLAP::ValueArg<float>::processArg(int*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [255]
                0.00    0.00       5/5           TCLAP::ValueArg<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::processArg(int*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [254]
                0.00    0.00       2/2           TCLAP::SwitchArg::processArg(int*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [344]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::empty() const [549]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::front() [596]
                0.00    0.00       1/8           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() [242]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, __gnu_cxx::__enable_if<std::__are_same<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::__value, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__type> const&) [536]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::erase(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [595]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[415]    0.0    0.00    0.00       1         TCLAP::CmdLine::parse(int, char const* const*) [415]
                0.00    0.00      14/320         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [92]
                0.00    0.00      14/14          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [193]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector() [598]
                0.00    0.00       1/1           TCLAP::CmdLine::parse(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [414]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [599]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[416]    0.0    0.00    0.00       1         TCLAP::CmdLine::CmdLine(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) [416]
                0.00    0.00       2/2           std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> >::list() [377]
                0.00    0.00       1/1           TCLAP::CmdLineInterface::CmdLineInterface() [405]
                0.00    0.00       1/320         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [92]
                0.00    0.00       1/1           TCLAP::XorHandler::XorHandler() [391]
                0.00    0.00       1/1           std::__cxx11::list<TCLAP::Visitor*, std::allocator<TCLAP::Visitor*> >::list() [612]
                0.00    0.00       1/1           TCLAP::CmdLine::_constructor() [413]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[417]    0.0    0.00    0.00       1         TCLAP::CmdLine::~CmdLine() [417]
                0.00    0.00       2/2           std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> >::~list() [378]
                0.00    0.00       1/1           void TCLAP::ClearContainer<std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> > >(std::__cxx11::list<TCLAP::Arg*, std::allocator<TCLAP::Arg*> >&) [400]
                0.00    0.00       1/1           void TCLAP::ClearContainer<std::__cxx11::list<TCLAP::Visitor*, std::allocator<TCLAP::Visitor*> > >(std::__cxx11::list<TCLAP::Visitor*, std::allocator<TCLAP::Visitor*> >&) [401]
                0.00    0.00       1/1           TCLAP::StdOutput::~StdOutput() [427]
                0.00    0.00       1/1           std::__cxx11::list<TCLAP::Visitor*, std::allocator<TCLAP::Visitor*> >::~list() [613]
                0.00    0.00       1/1           TCLAP::XorHandler::~XorHandler() [392]
                0.00    0.00       1/1           TCLAP::CmdLineInterface::~CmdLineInterface() [406]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::ValueArg<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::processArg(int*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [254]
[418]    0.0    0.00    0.00       1         TCLAP::ValueArg<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_extractValue(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [418]
                0.00    0.00       1/1           TCLAP::StringLike::StringLike() [389]
                0.00    0.00       1/1           void TCLAP::ExtractValue<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TCLAP::StringLike) [396]
                0.00    0.00       1/1           TCLAP::StringLike::~StringLike() [390]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[419]    0.0    0.00    0.00       1         TCLAP::ValueArg<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::getValue() [419]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[420]    0.0    0.00    0.00       1         TCLAP::ValueArg<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ValueArg(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TCLAP::CmdLineInterface&, TCLAP::Visitor*) [420]
                0.00    0.00       1/10          TCLAP::Arg::Arg(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, TCLAP::Visitor*) [215]
                0.00    0.00       1/10          TCLAP::CmdLine::add(TCLAP::Arg*) [217]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[421]    0.0    0.00    0.00       1         TCLAP::ValueArg<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~ValueArg() [421]
                0.00    0.00       1/10          TCLAP::Arg::~Arg() [216]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::ValueArg<int>::processArg(int*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [247]
[422]    0.0    0.00    0.00       1         TCLAP::ValueArg<int>::_extractValue(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [422]
                0.00    0.00       1/5           TCLAP::ValueLike::ValueLike() [256]
                0.00    0.00       1/1           void TCLAP::ExtractValue<int>(int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TCLAP::ValueLike) [397]
                0.00    0.00       1/5           TCLAP::ValueLike::~ValueLike() [257]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[423]    0.0    0.00    0.00       1         TCLAP::ValueArg<int>::ValueArg(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TCLAP::CmdLineInterface&, TCLAP::Visitor*) [423]
                0.00    0.00       1/10          TCLAP::Arg::Arg(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, TCLAP::Visitor*) [215]
                0.00    0.00       1/10          TCLAP::CmdLine::add(TCLAP::Arg*) [217]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[424]    0.0    0.00    0.00       1         TCLAP::ValueArg<int>::~ValueArg() [424]
                0.00    0.00       1/10          TCLAP::Arg::~Arg() [216]
-----------------------------------------------
                0.00    0.00       1/1           void TCLAP::ExtractValue<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TCLAP::StringLike) [396]
[425]    0.0    0.00    0.00       1         void TCLAP::SetString<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [425]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::_constructor() [413]
[426]    0.0    0.00    0.00       1         TCLAP::StdOutput::StdOutput() [426]
                0.00    0.00       1/1           TCLAP::CmdLineOutput::CmdLineOutput() [398]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::~CmdLine() [417]
[427]    0.0    0.00    0.00       1         TCLAP::StdOutput::~StdOutput() [427]
                0.00    0.00       1/1           TCLAP::StdOutput::~StdOutput() [428]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::StdOutput::~StdOutput() [427]
[428]    0.0    0.00    0.00       1         TCLAP::StdOutput::~StdOutput() [428]
                0.00    0.00       1/1           TCLAP::CmdLineOutput::~CmdLineOutput() [399]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::SwitchArg::processArg(int*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [344]
[429]    0.0    0.00    0.00       1         TCLAP::SwitchArg::commonProcessing() [429]
                0.00    0.00       1/7           TCLAP::Arg::_checkWithVisitor() const [245]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::SwitchArg::processArg(int*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [344]
[430]    0.0    0.00    0.00       1         TCLAP::SwitchArg::combinedSwitchesMatch(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [430]
                0.00    0.00       2/54          TCLAP::Arg::nameStartString[abi:cxx11]() [159]
                0.00    0.00       1/60          TCLAP::Arg::flagStartString[abi:cxx11]() [157]
                0.00    0.00       1/190         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [104]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[431]    0.0    0.00    0.00       1         TCLAP::SwitchArg::SwitchArg(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TCLAP::CmdLineInterface&, bool, TCLAP::Visitor*) [431]
                0.00    0.00       1/10          TCLAP::Arg::Arg(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, TCLAP::Visitor*) [215]
                0.00    0.00       1/10          TCLAP::CmdLine::add(TCLAP::Arg*) [217]
-----------------------------------------------
                0.00    0.00       1/1           boost::exception_ptr boost::exception_detail::get_static_exception_object<boost::exception_detail::bad_alloc_>() [457]
[432]    0.0    0.00    0.00       1         boost::shared_ptr<boost::exception_detail::clone_base const>::shared_ptr<boost::exception_detail::clone_impl<boost::exception_detail::bad_alloc_> >(boost::exception_detail::clone_impl<boost::exception_detail::bad_alloc_>*) [432]
                0.00    0.00       1/4           boost::detail::shared_count::shared_count() [276]
                0.00    0.00       1/1           void boost::detail::sp_pointer_construct<boost::exception_detail::clone_base const, boost::exception_detail::clone_impl<boost::exception_detail::bad_alloc_> >(boost::shared_ptr<boost::exception_detail::clone_base const>*, boost::exception_detail::clone_impl<boost::exception_detail::bad_alloc_>*, boost::detail::shared_count&) [499]
-----------------------------------------------
                0.00    0.00       1/1           boost::exception_ptr boost::exception_detail::get_static_exception_object<boost::exception_detail::bad_exception_>() [458]
[433]    0.0    0.00    0.00       1         boost::shared_ptr<boost::exception_detail::clone_base const>::shared_ptr<boost::exception_detail::clone_impl<boost::exception_detail::bad_exception_> >(boost::exception_detail::clone_impl<boost::exception_detail::bad_exception_>*) [433]
                0.00    0.00       1/4           boost::detail::shared_count::shared_count() [276]
                0.00    0.00       1/1           void boost::detail::sp_pointer_construct<boost::exception_detail::clone_base const, boost::exception_detail::clone_impl<boost::exception_detail::bad_exception_> >(boost::shared_ptr<boost::exception_detail::clone_base const>*, boost::exception_detail::clone_impl<boost::exception_detail::bad_exception_>*, boost::detail::shared_count&) [500]
-----------------------------------------------
                0.00    0.00       1/1           boost::detail::thread_data_base::thread_data_base() [487]
[434]    0.0    0.00    0.00       1         boost::shared_ptr<boost::detail::thread_data_base>::shared_ptr() [434]
                0.00    0.00       1/4           boost::detail::shared_count::shared_count() [276]
-----------------------------------------------
                0.00    0.00       1/1           boost::shared_ptr<boost::detail::thread_data_base> boost::thread::make_thread_info<boost::_bi::bind_t<void, void (*)(Population*), boost::_bi::list1<boost::_bi::value<Population*> > > >(boost::_bi::bind_t<void, void (*)(Population*), boost::_bi::list1<boost::_bi::value<Population*> > >&&) [507]
[435]    0.0    0.00    0.00       1         boost::shared_ptr<boost::detail::thread_data_base>::shared_ptr<boost::detail::thread_data<boost::_bi::bind_t<void, void (*)(Population*), boost::_bi::list1<boost::_bi::value<Population*> > > > >(boost::detail::thread_data<boost::_bi::bind_t<void, void (*)(Population*), boost::_bi::list1<boost::_bi::value<Population*> > > >*) [435]
                0.00    0.00       1/4           boost::detail::shared_count::shared_count() [276]
                0.00    0.00       1/1           void boost::detail::sp_pointer_construct<boost::detail::thread_data_base, boost::detail::thread_data<boost::_bi::bind_t<void, void (*)(Population*), boost::_bi::list1<boost::_bi::value<Population*> > > > >(boost::shared_ptr<boost::detail::thread_data_base>*, boost::detail::thread_data<boost::_bi::bind_t<void, void (*)(Population*), boost::_bi::list1<boost::_bi::value<Population*> > > >*, boost::detail::shared_count&) [501]
-----------------------------------------------
                0.00    0.00       1/1           void boost::enable_shared_from_this<boost::detail::thread_data_base>::_internal_accept_owner<boost::detail::thread_data_base, boost::detail::thread_data<boost::_bi::bind_t<void, void (*)(Population*), boost::_bi::list1<boost::_bi::value<Population*> > > > >(boost::shared_ptr<boost::detail::thread_data_base> const*, boost::detail::thread_data<boost::_bi::bind_t<void, void (*)(Population*), boost::_bi::list1<boost::_bi::value<Population*> > > >*) const [541]
[436]    0.0    0.00    0.00       1         boost::shared_ptr<boost::detail::thread_data_base>::shared_ptr<boost::detail::thread_data_base>(boost::shared_ptr<boost::detail::thread_data_base> const&, boost::detail::thread_data_base*) [436]
                0.00    0.00       1/5           boost::detail::shared_count::shared_count(boost::detail::shared_count const&) [258]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [385]
[437]    0.0    0.00    0.00       1         boost::optional_ns::in_place_init_t::in_place_init_t(boost::optional_ns::in_place_init_t::init_tag) [437]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [385]
[438]    0.0    0.00    0.00       1         boost::optional_ns::in_place_init_if_t::in_place_init_if_t(boost::optional_ns::in_place_init_if_t::init_tag) [438]
-----------------------------------------------
                0.00    0.00       1/1           boost::thread::join() [508]
[439]    0.0    0.00    0.00       1         boost::this_thread::get_id() [439]
                0.00    0.00       1/2           boost::thread::id::id(unsigned long) [363]
-----------------------------------------------
